title,author,date,link,sentiment_label,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,keywords
Oh What a Red Sweater,Alan Michael Parker,"Jan 26, 2017",http://poetry.lib.uidaho.edu/index.php/alan-michael-parker/oh-what-a-red-sweater/,negative,-0.0241,0.1447,0.1374,0.1249,0.4484,0.4772,red sweater; thrift store; calf-length red sweater; thrift store sign; pork pie hat; bumpy bus ride; little girl; thrift shoppers; Mama; plush sofa; body hugging; dressing room; hand dangling&mdash; blurred swath; muddy ditch; summer rain; coastal highway; middle school; shopping bag; word; fish-net; fezzes; doodads; gaggle; stomps; puddle; angle; hips; night&mdash; changes; beams; figurines; panic; mirror; TV; racks; life; umbrella
The Cat,Alan Michael Parker,"Apr 19, 2017",http://poetry.lib.uidaho.edu/?p=1600,negative,-0.3112,0.1001,0.0987,0.7445,0.4926,0.5068,feral kitten; catnip mouse; contagious cat; cat Simone; larger room; moral act; plastic kennel; heart; street; life; ringworm; middle; burnishing; aria; Beauvoir; sentence; darkness; prison; kitchen; fear; words; home; cats; yowl; heaven; scrawny; kennel&mdash; love; poem; hand
What Afterlife,Keetje Kuipers,"Mar 1, 2017",http://poetry.lib.uidaho.edu/index.php/keetje-kuipers/what-afterlife/,positive,0.0438,0.0877,0.0800,0.4308,0.3133,0.5130,emsp; beautifully composed semaphore; gray scarf; darkening runway; screw-on lid; orange sticks; signal lights; infirm constellation; glass jar; untreadable dark; ever-thinning air; infinite planets; golden shadow&mdash; black holes; fishing boats; bicyclist; fireflies; Twilight; lover; body; sailboat; eyes; shape; containment; set; bodies; end; summer; curve; shoe; ceiling; world; evening; soul; lamps; side&mdash
Finally,Keetje Kuipers,"Nov 21, 2016",http://poetry.lib.uidaho.edu/index.php/keetje-kuipers/finally/,negative,-0.1465,0.1511,0.1254,0.2149,0.4990,0.2967,finest semolina flour; high grass; wide skulls; rain-worn scalps; hip sockets; hard-earned pleasure; time; body; shiver; thighs; Bury; blanket; backs; headstones; cartilage; finer; sight; degrees; row; summer; bodies; dust; heat; skin; cemetery.; bell; line
"Dear John Letter, Never Sent",Keetje Kuipers,"Mar 27, 2017",http://poetry.lib.uidaho.edu/?p=1607,negative,-0.2347,0.1773,0.1785,0.0687,0.0046,0.7161,fence post ribs; narrow little books; snow flurries; loose spines; dog-eared sadnesses; bitter steam&mdash; winter pasture; dead cow; worm-worn pages; crutch; beauty; farewell; despair; breath; hood; ferns; landmarks; belly; car; cedar; weather; town; way; body
At the Museum of Modern Art,Keetje Kuipers,"May 8, 2017",http://poetry.lib.uidaho.edu/?p=1609,negative,-0.0682,0.1502,0.1323,0.1015,0.2253,0.6387,pastel glow; yellow blanket; homeless couple; modern condition; Chinese bakery; park bench; Diebenkorn; isolation; doorway; intimacy; kind; breast; figure; night; heart; pictures; frames; way; photograph
Birthday Poem,Keetje Kuipers,"May 13, 2017",http://poetry.lib.uidaho.edu/?p=1611,negative,-0.3080,0.0940,0.0671,0.1483,0.5523,0.5031,earliest memory; small secrets; little boys; n’t need; clover; neighbors; afternoon; legs; plane; flowers; home; parts; heart; band; words; songs; time; farm
Messenger,Naomi Shihab Nye,"May 18, 2017",http://poetry.lib.uidaho.edu/?p=1622,negative,-0.2746,0.1943,0.1895,0.4432,0.1776,0.2726,strong silver letters; long wind brushes; distasteful graffiti; bus benches; glue sniffers; taco stands; miracle startle; paint cans; hardware stores; emsp; stop signs; line; painter; Latinas; backs; Arabs; corners; advertisements; STOPs; painting; priests; Jews; couple; dark; sprays&mdash; HIV; earth; life; person; action; window; way; message
Hidden,Naomi Shihab Nye,"May 21, 2017",http://poetry.lib.uidaho.edu/?p=1624,negative,-0.1853,0.0813,0.2411,0.3526,0.0055,0.4364,little sucked-in breath; stone; sigh; fern; tongue; blood; fuel; words; air
Ducks,Naomi Shihab Nye,"Dec 13, 2016",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/ducks/,negative,-0.2183,0.0801,0.1361,0.4322,0.2445,0.5301,emsp; ducks; Iraqi friend; open windows; American libraries; distant countries; difficult relations; Lucky books; country house; voices; Basra; triangles; soup; reeds; home; mirror; people; culture; way; hands; bed; voice; nest; pond; owner&mdash; female
Jerusalem,Naomi Shihab Nye,"Apr 3, 2017",http://poetry.lib.uidaho.edu/?p=1629,negative,-0.0038,0.1647,0.1402,0.5081,0.2849,0.4497,emsp; tender spot; -Tommy Olofsson; little pills; big guns; pears; riddle; father; wings; boy; stone; head; bird; place; lam; enemy; olives; bucket; fingers; people; fight; Sweden; Hair; roofs; hate; home; lives; friend; Let; man; house; monuments; wars; mother; brain; child; woman; tree; Soldiers
Shoulders,Naomi Shihab Nye,"Jan 25, 2017",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/shoulders/,negative,-0.2104,0.1386,0.0999,0.4108,0.1963,0.4990,car drive; rain; man; world; shoulder; hum; jacket; breathing; ear; shadow; times; cargo; street; son; CARE; road; boy
Where Are You Now?,Naomi Shihab Nye,"Feb 17, 2017",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/where-are-you-now/,negative,-0.2370,0.1126,0.2003,0.2836,0.0006,0.6007,rare speck; small bed; bad nurse; lost girl; long illness; voice; story; donkey; folktale; pillow; camel; frustration; wanderer; Dad; olives; hear; mouse; bucket; twig; tale; head; hands; smoke; journey; kitchen; trees; point; night; clinic
Dusk,Naomi Shihab Nye,"Jan 11, 2017",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/dusk/,negative,-0.5039,0.2644,0.0532,0.2352,0.0046,0.5468,pine trees; calendar page; struggles; friend; path; father; houses; bed; stories; years&emsp
"When One Is So Far from Home, Life Is a Mix of Fact and Fiction",Naomi Shihab Nye,"Nov 28, 2016",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/when-one-is-so-far-from-home-life-is-a-mix-of-fact-and-fiction/,positive,0.1354,0.1149,0.1424,0.1862,0.2361,0.5789,woolen Bedouin cloak; best talent; better picture; different clothes; skinny story; memory oxygen; mother; stories; edges; lie; tail; survival; means; wings; duty; headdress; things; boat
Intro to Poetry,Laura Read,"Nov 1, 2016",http://poetry.lib.uidaho.edu/index.php/laura-read/intro-to-poetry/,negative,-0.2456,0.1193,0.0884,0.2837,0.0388,0.6416,hens; Galway Kinnell; Professor Nordhaus; Hen Flower; poem; sawdust beds; Salvation Army; Grace’s house; dark-haired girl; shoes; feathers; section
July,Laura Read,"Nov 3, 2016",http://poetry.lib.uidaho.edu/index.php/laura-read/july/,negative,-0.2754,0.1146,0.1586,0.1636,0.1541,0.5380,little suede triangles; air conditioner; young arms; pink coat; college keeps; pause fall; cool air; fake fur; Red Deer; n’t finish; coke night; closet; eggs; friend; skin; house; sunlight; summers; bees; hanger; crying; mirror; bathroom; breakfast; paint; radio; river; ones; rum; steps; shaft; car; time; box; table
Vaccination,Laura Read,"Oct 31, 2016",http://poetry.lib.uidaho.edu/index.php/laura-read/vaccination/,negative,-0.2038,0.1366,0.5139,0.1484,0.2012,0.4717,upside-down clown cones; razor blades; iron lungs; Challenger blow; Halloween candy; Martha Washington; black girl; dead skin; eyeliner; scar; sunscreen; smallpox; polio; splitting; wheelchairs; furnace; gypsy; arm; cigarette; mouth; boots; shock; burn; tip; radios; squares; needle; clothes; coal; birth; birthday; fruit; end; kind; station; war; father; salt; news
